,id,序号,故障发现（确认）时间,通知省级调度时间（运检中心）,故障开始时间,故障监测确认时间,故障结束时间,单位简称,影响对象,部署类型,异常类型,异常类型细项,问题现象,故障组件,形成原因,形成原因细类,原因分析,故障处理过程,整改措施,整改措施是否落实,整改措施佐证材料,故障时长（小时）,故障时长（分钟）,风险事例等级,监控发现方式,有无用户申告,调度联系单,紧急抢修,考核数据,有无停运,早会PPT,简报,周报,早会短信,月份,日期,时刻,是否工作日,是否工作时段,是否提交故障报告,故障报告第一次提交时间,故障报告合格时间,报告提交时长（小时）,报告合格时间（小时）,故障短信,连接,是否按时提交正式报告,中断时间分布,监控发现方式细类,是否办结,是否因业务量大,是否典型
38,423,,,,2016-07-11 08:30:00,,2016-07-11 09:30:00,国网信通,安监管理,二级部署,信息系统运行异常,不影响用户使用但系统有告警,7月11日自08:30开始，国网信通调度监控发现国网安监一体化系统多个节点无法访问。8:32，验证发现系统无法登录。9:30经运检中心重启应用节点后，业务恢复但登陆缓慢，部分节点仍间歇性中断。,数据库软件,软件设计缺陷原因,SQL语句不合理,经排查，系统存在执行全表扫描的sql语句，数据库IO负载较高，sotower底层平台运行缓慢。为及时恢复业务，运检中心对数据库进行参数优化。18:00待业务量下降后，功能使用正常。运检中心已组织项目组对sotower平台及sql语句进行深入排查。,重启服务后，IMS指标恢复正常。,,,,0.999999998370185,59.9999999022111,,IMS监控,无,,,,无,有,有,无,有,7月,11,8,,,,,,,,,,,,,,,
39,424,,,,2016-07-11 09:50:00,,2016-07-11 10:35:00,江西,外网网站,二级部署,信息系统运行异常,不影响用户使用但系统有告警,7月11日9:50-10:35，国网信通调度监控发现国网江西公司外网网站系统监控状态异常。期间，系统健康运行时长指标中断，URL探测指标正常。,应用软件,运行维护不当,代码逻辑缺陷,期间，系统健康运行时长指标中断，URL探测指标正常。经查，故障原因为外网网站系统升级后，系统健康运行时长指标的值由系统自带的5分钟定时器执行。运行机制为每隔5分钟，程序获取缓存中上一次健康运行时长的值，将该值（String类型）转换为int类型并加上300后保存到数据库。但是当缓存被清空或者过期失效时，接口程序获取的值为null值，由此会导致健康运行时长数据异常。外网网站接口程序存在缓存漏洞，此次漏洞导致发送null值给I6000，使得健康时长数据异常。,,,,,0.75,45.0,,IMS监控,无,,,,无,有,有,有,无,7月,11,9,,,,,,,,,,,,,,,
40,425,,,,2016-07-11 08:15:00,,2016-07-11 09:50:00,山东,外网网站,二级部署,信息系统运行异常,不影响用户使用但系统有告警,7月11日8:15-9:50，国网信通调度监控发现国网山东公司外网网站系统监控状态异常。期间，系统URL探测指标中断，健康运行时长指标正常。,主机,运行维护不当,数据库表空间满,经查，故障原因为6月18日山东公司I6000系统检修期间，外网数据收集程序进行了升级，外网网管数据细化了网络设备探测信息，导致网管数据量变大。由于收集程序没有将业务指标数据与网管数据分离，转发到IMS系统的数据包变大，超过了IMS系统外网网站主页探测指标的接收及入库时间的时间周期，造成探测数据中断。,,,,,1.58333333273185,94.9999999639113,,IMS监控,无,,,,无,有,有,有,无,7月,11,8,,,,,,,,,,,,,,,
41,426,,,,2016-07-12 09:25:00,,2016-07-12 09:55:00,河北,外网网站,二级部署,信息系统运行异常,系统非计划停运,7月12日9:25-9:55。国网河北电力外网网站系统监控状态异常。期间，系统健康运行时长及URL探测指标异常。,主机,运行维护不当,原因不详细,经查，故障原因为IMS外网采集服务器单点部署，服务器宕机导致指标异常，重启服务器及接口服务后，系统指标恢复正常。,,,,,0.499999999185093,29.9999999511056,,IMS监控,无,,,,无,有,有,有,无,7月,12,9,,,,,,,,,,,,,,,
42,427,,,,2016-07-13 18:40:00,,2016-07-13 20:20:00,吉林,通信管理,二级部署,信息系统运行异常,不影响用户使用但系统有告警,7月13日18:40-20:20，国网吉林电力TMS系统监控状态异常。期间，系统URL探测指标异常，健康运行时长与在线用户数指标正常。,主机,运行维护不当,内存溢出,经查，故障原因为服务器内存负载过高，探测服务JVM参数设置较小，造成程序内存溢出，导致探测服务出现异常。重新配置探测服务程序的JVM参数，并重新启动探测服务后系统恢复正常。,重新配置探测服务程序的JVM参数，并重新启动探测服务后系统恢复正常。,,,,1.66666666546371,99.9999999278225,,IMS监控,无,,有,,无,有,有,有,无,7月,13,18,,,,,,,,,,,,,,,
43,428,,,,2016-07-13 22:30:00,,2016-07-14 08:45:00,中电装,协同办公,二级部署,信息系统运行异常,不影响用户使用但系统有告警,7月13日22:30-14日8:45，国网中电装备协同办公系统监控状态异常。期间，系统健康运行时长及在线用户数指标缺失，URL探测正常。,基础环境,设备日常损坏,空调,期间，系统健康运行时长及在线用户数指标缺失，URL探测正常。故障原因为由于机房空间条件限制，仅安装了单机空调，出现故障，导致机房温度升高，服务器自动关机，使IMS系统监控到协同办公系统在线用户数与运行健康时长的缺失。因为IMS系统里面配置了协同办公Domino地址，IMS系统不间断的ping Domino服务器IP，如果Domino正常运行，URL就能探测到数据；IMS系统收到的在线用户数和运行健康时长的数据是通过IMS报送服务每五分钟从Domino抽取的数据。由于服务器只有一台自动关闭，这一台上面部署的是统一用户和IMS报送服务，导致数据无法报送至IMS系统。由于Domino服务器正常运行，URL探测服务正常。所以数据并不是完全缺失。,,,,,10.2499999991851,614.999999951106,,IMS监控,无,,,,无,有,有,有,无,7月,13,22,,,,,,,,,,,,,,,
44,429,,,,2016-07-14 18:55:00,,2016-07-14 19:40:00,福建,I6000,二级部署,信息系统运行异常,不影响用户使用但系统有告警,7月14日18:55-19:40，国网福建公司所有系统IMS监控状态异常。期间，期间，所有系统URL探测异常、健康运行时间与在线用户数指标缺失。,主机,运行维护不当,内存溢出,经查，故障原因为近期I6000系统与综合网管进行监控设备数据核对，综合网管向I6000系统推送大量设备性能信息，导致数据量突然增大，导致内存耗尽，影响后续其它指标正常采集写入，从而影响数据写入I6000实时库MongDB及关系库Oracle，从而影响前台监测展示及指标级联。,,,,,0.75,45.0,,IMS监控,无,,,,无,有,有,有,无,7月,14,18,,,,,,,,,,,,,,,
45,432,,,,2016-07-16 14:20:00,,2016-07-16 15:20:00,国网信通,云终端,一级部署,信息系统监控接口异常,不影响用户使用但系统有告警,7月16日14:20，国网信通调度监控发现总部云终端系统IMS健康运行时长及在线用户数指标中断。15:20，经运检中心重启IMS接口服务后，指标恢复正常。,应用软件,运行维护不当,归档空间满,10.1.161.7服务器上接口软件为tomcat，因长时间运行导致IMSDataPickerService服务与IMSCallPSService服务运行时产生日志过多，服务卡死，不能正常返回IMS指标数据，IMS未调用10.1.161.8进行切换，导致IMS指标中断。,重启10.1.161.7上的tomcat软件后，IMS访问正常且返回结果。,计划与IMS项目组共同商议接口部署策略，实现一个接口地址不能获取数据信息时可以自动切换通过另外一个地址获得IMS信息，防止IMS取不到数据，造成指标中断；定期进行IMS相关日志的清理工作，避免日志过大导致服务卡死。,,,1.00000000081491,60.0000000488944,,IMS监控,无,,,,无,有,有,无,无,7月,16,14,,,,,,,,,,,,,,,
46,433,,,,2016-07-21 18:40:00,,2016-07-21 19:00:00,华北,通信管理,二级部署,信息系统运行异常,系统非计划停运,7月21日18:40-19:00，国网华北分部TMS系统监控状态异常。期间，系统URL探测异常，健康运行时长及在线用户数指标正常,主机,运行维护不当,原因不详细,经查，故障原因为应用服务器异常宕机，重启服务器后，系统探测恢复正常。,,,,,0.333333333546761,20.0000000128057,,IMS监控,无,,,,无,有,有,有,无,7月,21,18,,,,,,,,,,,,,,,
47,435,,,,2016-07-22 22:40:00,,2016-07-22 22:40:00,浙江,外网网站,二级部署,信息系统监控接口异常,不影响用户使用但系统有告警,7月22日02:40-03:55，国网浙江电力外网网站系统监控状态异常。期间，系统URL探测异常，健康运行时长指标正常,数据库软件,运行维护不当,代码逻辑缺陷,期间，系统URL探测中断，健康运行时长指标正常。故障原因为问题时间段的I6000系统级联日志，发现问题时间内提示有一个表的数据获取失败，级联的次数也较正常时间段少3次。由于级联任务查询库数据库级联指标出现异常，所以造成级联指标数据缺失。由于外网网站属于外网系统，和内网系统在数据库存放指标是有区分的，在I6000系统中，数据库字段为4代表外网，3则代表内网。由于在指标存放时存在内外网区分，因此故障发生时只影响了外网系统。,,,,,0.0,0.0,,IMS监控,无,,,,无,有,有,有,无,7月,22,22,,,,,,,,,,,,,,,
48,436,,,,2016-07-22 06:35:00,,2016-07-22 08:55:00,上海,I6000,二级部署,信息系统监控接口异常,不影响用户使用但系统有告警,7月22日06:35，国网上海电力所有系统I6000监控状态异常。期间，系统在线用户数及健康运行时长中断，URL探测异常。IMS监控正常，系统可访问,应用软件,运行维护不当,应用端数据库连接数满,经查，故障原因为监控指标通过级联客户端上传过程中，级联任务释放失败，导致系统处于超时状态，后续任务无法继续执行，造成指标监控异常。,,,,,2.33333333290648,139.999999974389,,IMS监控,无,,,,无,有,有,有,无,7月,22,6,,,,,,,,,,,,,,,
49,437,,,,2016-07-22 17:30:00,,2016-07-23 04:39:00,国网信通,员工报销,二级部署,信息系统运行异常,不影响用户使用但系统有告警,7月22日17:30，国网信通调度接用户申告，集中部署员工报销系统差旅营改增的增值税无法提报报销流程。23日04:39，运检完成应急处置，经验证业务恢复正常。,数据库软件,运行维护不当,代码逻辑缺陷,"通过以上分析定位到，该起故障直接原因是客户提及差旅营改增中增值税进项税金额到分时的需求未明确，导致提示税额和不含税金额不等于报销金额。
根本原因是客户提及差旅营改增中增值税进项税金额到分时，相关程序代码存在缺陷。
",,,,,11.1499999991502,668.99999994901,,IMS监控,有,,,,无,有,有,无,有,7月,22,17,,,,,,,,,,,,,,,
50,438,,,,2016-07-25 02:30:00,,2016-07-25 03:20:00,国网信通,营销项目,一级部署,信息系统运行异常,不影响用户使用但系统有告警,7月25日2:30，营销项目管理系统IMS健康运行时长及在线用户数指标中断，URL探测正常。3:20，经调度重启所有应用节点服务后，监控指标恢复正常,数据库软件,运行维护不当,线程满,经过分析所有指标，指标中BusinessDataTableSpace 日指标中连接没有正常关闭，可能造成此次原因,,,,,0.833333332731854,49.9999999639113,,IMS监控,无,,,,无,有,有,无,无,7月,25,2,,,,,,,,,,,,,,,
51,439,,,,2016-07-24 10:50:00,,2016-07-24 12:05:00,福建,外网网站,二级部署,信息系统运行异常,不影响用户使用但系统有告警,"7月24日10:50-12:05，国网福建电力外网网站I6000外网网站监控异常,国网福建电力外网网站I6000健康运行时长及URL探测异常。",网络,操作不当等问题,检修操作不当,国网福建电力外网网站I6000健康运行时长及URL探测异常。经查原因为：检修导致JMSConfig.properties配置参数缺失未配置，内外网各节点服务日志及配置分析内网PASSendServer转数服务日志抛空指针异常，且异常时间段查询临时表无数据，导致间断性监测异常,,,,,1.24999999918509,74.9999999511056,,IMS监控,无,,,,无,有,有,有,无,7月,24,10,,,,,,,,,,,,,,,
52,440,,,,2016-07-24 01:15:00,,2016-07-24 03:10:00,辽宁,营销稽查,二级部署,信息系统运行异常,不影响用户使用但系统有告警,7月24日01:15-03:10，国网辽宁电力营销稽查系统I6000监控状态异常。期间，I6000系统健康运行时长及在线用户数指标缺失，URL探测正常。,主机,运行维护不当,内存溢出,经查，故障原因为由于对业务数据量预估不足，在程序中进行频繁的java对象和变量的循环创建，垃圾回收机制无法及时回收对象和变量占有的内存，造成内存泄露，导致I6000指标无法正常调用。,,,,,1.91666666645324,114.999999987194,,IMS监控,无,,,,无,有,有,有,无,7月,24,1,,,,,,,,,,,,,,,
53,441,,,,2016-07-25 11:20:00,,2016-07-25 11:40:00,吉林,营销GIS,二级部署,信息系统监控接口异常,不影响用户使用但系统有告警,7月25日11:20-11:40吉林电力营销GIS系统监控状态异常。期间，系统URL探测异常，健康运行时长指标正常。具体原因正在核查。,操作系统和集群,运行维护不当,代码逻辑缺陷,"期间，系统URL探测异常，健康运行时长指标正常。经查故障原因为，由于探测服务器时间比级联服务器时间慢了3分钟，造成数据级联缓慢。
",,,,,0.333333333721384,20.0000000232831,,IMS监控,无,,,,无,有,有,有,无,7月,25,11,,,,,,,,,,,,,,,
